Province/State,Country/Region,Date,Confirmed,Deaths,Recovered,Active,WHO Region,TrueConfirmed,Anomaly
0,Morocco,2020-02-28,0,0,0,0,Eastern Mediterranean,0,False
0,Eritrea,2020-07-02,215,0,56,159,Africa,215,False
0,Azerbaijan,2020-03-11,11,0,3,8,Europe,11,False
Saskatchewan,Canada,2020-03-13,2,0,0,2,Americas,2,False
0,Cameroon,2020-07-01,12592,313,10100,2179,Africa,12592,False
0,Tanzania,2020-06-11,509,21,183,305,Africa,509,False
0,Lithuania,2020-05-06,1428,48,718,662,Europe,1428,False
0,Liberia,2020-02-27,0,0,0,0,Africa,0,False
0,Cote d'Ivoire,2020-07-04,10462,72,4807,5583,Africa,10462,False
0,Belarus,2020-03-13,27,0,3,24,Europe,27,False
0,West Bank and Gaza,2020-05-10,375,2,263,110,Eastern Mediterranean,375,False
0,Djibouti,2020-02-20,0,0,0,0,Eastern Mediterranean,0,False
Greenland,Greenland,2020-02-18,0,0,0,0,Europe,0,False
Northern Territory,Australia,2020-02-27,0,0,0,0,Western Pacific,0,False
0,Turkey,2020-05-25,157814,4369,120015,33430,Europe,157814,False
0,Ireland,2020-07-16,25698,1749,23364,585,Europe,25698,False
Hebei,China,2020-02-05,135,1,0,134,Western Pacific,135,False
0,Belarus,2020-03-02,1,0,0,1,Europe,1,False
0,Sudan,2020-04-06,12,2,2,8,Eastern Mediterranean,12,False
0,Tanzania,2020-03-18,3,0,0,3,Africa,3,False
0,Russia,2020-07-23,793720,12873,579295,201552,Europe,793720,False
0,United Kingdom,2020-02-07,9,0,0,9,Europe,9,False
0,Malaysia,2020-04-29,5945,100,4087,1758,Western Pacific,5945,False
0,Liechtenstein,2020-02-10,0,0,0,0,Europe,0,False
0,Estonia,2020-04-17,1459,38,145,1276,Europe,1459,False
0,Comoros,2020-05-24,87,1,21,65,Africa,87,False
0,Tunisia,2020-02-13,0,0,0,0,Eastern Mediterranean,0,False
0,Djibouti,2020-04-06,90,0,9,81,Eastern Mediterranean,90,False
0,Namibia,2020-07-20,1344,4,42,1298,Africa,1344,False
0,Grenada,2020-02-05,0,0,0,0,Americas,0,False
0,Bhutan,2020-04-04,5,0,2,3,South-East Asia,5,False
Turks and Caicos Islands,United Kingdom,2020-05-14,12,1,10,1,Europe,12,False
0,Angola,2020-02-05,0,0,0,0,Africa,0,False
0,Mexico,2020-02-28,1,0,0,1,Americas,1,False
0,Paraguay,2020-05-10,713,10,165,538,Americas,713,False
Jilin,China,2020-07-15,155,2,153,0,Western Pacific,155,False
South Australia,Australia,2020-05-30,440,4,435,1,Western Pacific,440,False
0,Mauritania,2020-06-19,2621,102,653,1866,Africa,2621,False
0,Andorra,2020-06-29,855,52,799,4,Europe,855,False
Australian Capital Territory,Australia,2020-06-06,108,3,104,1,Western Pacific,108,False
0,West Bank and Gaza,2020-04-11,268,2,57,209,Eastern Mediterranean,268,False
0,Belarus,2020-07-25,67002,530,60092,6380,Europe,67002,False
0,Iceland,2020-04-14,1720,8,989,723,Europe,1720,False
0,France,2020-02-26,18,2,11,5,Europe,18,False
0,Bahrain,2020-05-14,6198,10,2353,3835,Eastern Mediterranean,6198,False
0,Peru,2020-07-19,353590,13187,241955,98448,Americas,353590,False
0,Denmark,2020-07-07,12888,609,11983,296,Europe,12888,False
0,Monaco,2020-03-14,2,0,0,2,Europe,2,False
0,Western Sahara,2020-05-19,6,0,6,0,Africa,6,False
0,Gambia,2020-06-05,26,1,21,4,Africa,26,False
0,Greece,2020-02-02,0,0,0,0,Europe,0,False
South Australia,Australia,2020-06-06,440,4,436,0,Western Pacific,440,False
0,Portugal,2020-07-10,45679,1646,30350,13683,Europe,45679,False
Anguilla,United Kingdom,2020-07-17,3,0,3,0,Europe,3,False
0,Luxembourg,2020-06-04,4027,110,3874,43,Europe,4027,False
Shanxi,China,2020-06-26,198,0,198,0,Western Pacific,198,False
Reunion,France,2020-03-17,9,0,0,9,Europe,9,False
0,Grenada,2020-06-11,23,0,22,1,Americas,23,False
0,Dominica,2020-03-30,11,0,0,11,Americas,11,False
0,Saudi Arabia,2020-04-14,5369,73,889,4407,Eastern Mediterranean,5369,False
0,Austria,2020-06-14,17109,677,16059,373,Europe,17109,False
0,Guatemala,2020-03-24,21,1,0,20,Americas,21,False
Yunnan,China,2020-07-20,188,2,185,1,Western Pacific,188,False
0,Germany,2020-07-04,197198,9020,181000,7178,Europe,197198,False
0,Slovenia,2020-07-11,1827,111,1429,287,Europe,1827,False
0,Austria,2020-07-17,19439,711,17335,1393,Europe,19439,False
0,Greece,2020-01-29,0,0,0,0,Europe,0,False
South Australia,Australia,2020-03-23,134,0,3,131,Western Pacific,134,False
0,Sri Lanka,2020-05-24,1141,9,674,458,South-East Asia,1141,False
0,Estonia,2020-02-29,1,0,0,1,Europe,1,False
0,Czechia,2020-07-14,13341,355,8441,4545,Europe,13341,False
Sichuan,China,2020-05-09,561,3,558,0,Western Pacific,561,False
Hunan,China,2020-06-10,1019,4,1015,0,Western Pacific,1019,False
0,Taiwan*,2020-01-30,9,0,0,9,Western Pacific,9,False
Guangxi,China,2020-03-15,252,2,243,7,Western Pacific,252,False
0,Saint Lucia,2020-06-03,18,0,18,0,Americas,18,False
0,Burundi,2020-06-03,63,1,33,29,Africa,63,False
0,Qatar,2020-03-29,634,1,48,585,Eastern Mediterranean,634,False
0,Mauritania,2020-07-20,5923,155,3632,2136,Africa,5923,False
0,Romania,2020-03-28,1452,37,139,1276,Europe,1452,False
0,Malta,2020-03-16,30,0,2,28,Europe,30,False
Shaanxi,China,2020-03-11,245,1,232,12,Western Pacific,245,False
0,Brunei,2020-04-17,136,1,112,23,Western Pacific,136,False
0,Western Sahara,2020-05-06,6,0,5,1,Africa,6,False
0,Serbia,2020-06-02,11454,245,6766,4443,Europe,11454,False
Gibraltar,United Kingdom,2020-04-11,129,0,84,45,Europe,129,False
0,Rwanda,2020-01-31,0,0,0,0,Africa,0,False
0,Saint Lucia,2020-04-05,14,0,1,13,Americas,14,False
Shandong,China,2020-05-27,788,7,780,1,Western Pacific,788,False
Channel Islands,United Kingdom,2020-05-18,555,43,475,37,Europe,555,False
Aruba,Netherlands,2020-06-24,101,3,98,0,Europe,101,False
Mayotte,France,2020-05-16,1312,18,627,667,Europe,1312,False
Alberta,Canada,2020-01-22,0,0,0,0,Americas,0,False
French Guiana,France,2020-03-31,43,0,6,37,Europe,43,False
0,Congo (Kinshasa),2020-03-12,1,0,0,1,Africa,1,False
0,Sierra Leone,2020-04-05,6,0,0,6,Africa,6,False
0,Jamaica,2020-07-06,737,10,591,136,Americas,737,False
0,Comoros,2020-06-15,176,2,114,60,Africa,176,False
0,France,2020-05-13,175981,27032,57368,91581,Europe,175981,False
0,Tanzania,2020-07-24,509,21,183,305,Africa,509,False
0,Suriname,2020-05-29,12,1,9,2,Americas,12,False
Gibraltar,United Kingdom,2020-02-27,0,0,0,0,Europe,0,False
0,Rwanda,2020-04-02,84,0,0,84,Africa,84,False
0,Cameroon,2020-06-08,8060,212,4748,3100,Africa,8060,False
0,Bangladesh,2020-02-03,0,0,0,0,South-East Asia,0,False
0,Bangladesh,2020-05-20,26738,386,5207,21145,South-East Asia,26738,False
Jilin,China,2020-03-15,93,1,91,1,Western Pacific,93,False
Anguilla,United Kingdom,2020-06-22,3,0,3,0,Europe,3,False
Faroe Islands,Denmark,2020-07-24,191,0,188,3,Europe,191,False
0,Cyprus,2020-01-23,0,0,0,0,Europe,0,False
0,Nicaragua,2020-07-21,3439,108,2492,839,Americas,3439,False
0,Paraguay,2020-06-02,1013,11,498,504,Americas,1013,False
0,Sierra Leone,2020-02-12,0,0,0,0,Africa,0,False
0,Grenada,2020-04-22,15,0,6,9,Americas,15,False
0,Romania,2020-05-24,18070,1185,11399,5486,Europe,18070,False
0,Timor-Leste,2020-02-21,0,0,0,0,South-East Asia,0,False
Northwest Territories,Canada,2020-02-11,0,0,0,0,Americas,0,False
Falkland Islands (Malvinas),United Kingdom,2020-04-28,13,0,11,2,Europe,13,False
0,Turkey,2020-01-29,0,0,0,0,Europe,0,False
0,Liechtenstein,2020-02-07,0,0,0,0,Europe,0,False
Isle of Man,United Kingdom,2020-05-17,335,24,285,26,Europe,335,False
0,Burundi,2020-07-05,191,1,118,72,Africa,191,False
0,South Sudan,2020-05-03,46,0,0,46,Africa,46,False
0,Lithuania,2020-07-09,1857,79,1564,214,Europe,1857,False
0,United Kingdom,2020-02-20,22,0,8,14,Europe,22,False
Montserrat,United Kingdom,2020-07-16,12,1,10,1,Europe,12,False
0,Mali,2020-04-05,45,5,1,39,Africa,45,False
0,Rwanda,2020-06-27,878,2,413,463,Africa,878,False
0,Rwanda,2020-04-20,147,0,76,71,Africa,147,False
0,Vietnam,2020-02-13,16,0,7,9,Western Pacific,16,False
0,Cyprus,2020-07-22,1040,19,847,174,Europe,1040,False
0,Saudi Arabia,2020-06-19,150292,1184,95764,53344,Eastern Mediterranean,150292,False
0,Lesotho,2020-02-01,0,0,0,0,Africa,0,False
0,Peru,2020-02-20,0,0,0,0,Americas,0,False
0,Chad,2020-05-13,372,42,78,252,Africa,372,False
0,Mozambique,2020-04-16,31,0,0,31,Africa,31,False
Reunion,France,2020-06-20,505,1,460,44,Europe,505,False
Curacao,Netherlands,2020-03-02,0,0,0,0,Europe,0,False
Montserrat,United Kingdom,2020-03-23,1,0,0,1,Europe,1,False
Fujian,China,2020-06-05,358,1,356,1,Western Pacific,358,False
0,New Zealand,2020-03-16,8,0,0,8,Western Pacific,8,False
0,Zimbabwe,2020-03-10,0,0,0,0,Africa,0,False
Northwest Territories,Canada,2020-01-23,0,0,0,0,Americas,0,False
0,Lithuania,2020-07-10,1861,79,1569,213,Europe,1861,False
St Martin,France,2020-02-04,0,0,0,0,Europe,0,False
0,Gabon,2020-04-19,109,1,7,101,Africa,109,False
Manitoba,Canada,2020-04-18,253,5,0,248,Americas,253,False
0,Estonia,2020-07-06,1994,69,1875,50,Europe,1994,False
Martinique,France,2020-04-20,163,12,73,78,Europe,163,False
0,Ireland,2020-04-22,16671,769,9233,6669,Europe,16671,False
0,Cote d'Ivoire,2020-06-04,3262,35,1584,1643,Africa,3262,False
0,Germany,2020-05-10,171879,7569,144400,19910,Europe,171879,False
0,Botswana,2020-04-25,22,1,0,21,Africa,22,False
0,Serbia,2020-07-07,16719,330,13447,2942,Europe,16719,False
Jilin,China,2020-04-28,110,1,99,10,Western Pacific,110,False
Chongqing,China,2020-04-16,579,6,570,3,Western Pacific,579,False
0,Oman,2020-06-03,13537,67,2845,10625,Eastern Mediterranean,13537,False
0,Luxembourg,2020-05-21,3980,109,3741,130,Europe,3980,False
0,Norway,2020-04-17,6937,161,32,6744,Europe,6937,False
0,Luxembourg,2020-05-15,3923,104,3682,137,Europe,3923,False
Beijing,China,2020-03-07,426,8,303,115,Western Pacific,426,False
0,Italy,2020-05-24,229858,32785,140479,56594,Europe,229858,False
St Martin,France,2020-03-01,0,0,0,0,Europe,0,False
0,Indonesia,2020-06-07,31186,1851,10498,18837,South-East Asia,31186,False
0,Netherlands,2020-06-02,46647,5967,0,40680,Europe,46647,False
0,Liechtenstein,2020-03-21,37,0,4,33,Europe,37,False
0,Saint Lucia,2020-04-03,13,0,1,12,Americas,13,False
0,Dominican Republic,2020-07-07,38430,821,19564,18045,Americas,38430,False
0,Nicaragua,2020-07-23,3439,108,2492,839,Americas,3439,False
0,Togo,2020-05-18,330,12,106,212,Africa,330,False
Tasmania,Australia,2020-06-16,228,13,213,2,Western Pacific,228,False
0,United Arab Emirates,2020-07-18,56711,338,48917,7456,Eastern Mediterranean,56711,False
0,Panama,2020-04-17,4016,109,98,3809,Americas,4016,False
0,Colombia,2020-05-18,16295,592,3903,11800,Americas,16295,False
0,Mozambique,2020-07-20,1507,11,0,1496,Africa,1507,False
0,Cameroon,2020-06-25,12592,313,10100,2179,Africa,12592,False
0,Nigeria,2020-03-15,2,0,0,2,Africa,2,False
0,Equatorial Guinea,2020-05-15,594,7,22,565,Africa,594,False
0,Mauritania,2020-03-25,2,0,0,2,Africa,2,False
0,Argentina,2020-05-01,4532,225,1292,3015,Americas,4532,False
0,Italy,2020-05-17,225435,31908,125176,68351,Europe,225435,False
0,Togo,2020-01-22,0,0,0,0,Africa,0,False
0,Luxembourg,2020-06-26,4173,110,3968,95,Europe,4173,False
0,Estonia,2020-02-17,0,0,0,0,Europe,0,False
0,Liberia,2020-06-16,509,33,222,254,Africa,509,False
0,Cabo Verde,2020-05-04,175,2,37,136,Africa,175,False
0,Eritrea,2020-05-03,39,0,26,13,Africa,39,False
Guangdong,China,2020-03-05,1351,7,1181,163,Western Pacific,1351,False
Guizhou,China,2020-07-21,147,2,145,0,Western Pacific,147,False
0,Malaysia,2020-03-01,29,0,18,11,Western Pacific,29,False
0,Mali,2020-07-26,2510,123,1911,476,Africa,2510,False
0,South Korea,2020-02-22,433,2,16,415,Western Pacific,433,False
0,Poland,2020-01-28,0,0,0,0,Europe,0,False
0,Syria,2020-02-06,0,0,0,0,Eastern Mediterranean,0,False
Northwest Territories,Canada,2020-07-08,5,0,0,5,Americas,5,False
0,Japan,2020-07-08,20261,982,17057,2222,Western Pacific,20261,False
0,Djibouti,2020-02-01,0,0,0,0,Eastern Mediterranean,0,False
0,Guatemala,2020-05-15,1643,30,135,1478,Americas,1643,False
0,Brazil,2020-03-25,2554,59,2,2493,Americas,2554,False
0,Andorra,2020-04-21,717,37,282,398,Europe,717,False
0,Japan,2020-02-26,192,3,22,167,Western Pacific,192,False
Australian Capital Territory,Australia,2020-04-30,106,3,103,0,Western Pacific,106,False
Channel Islands,United Kingdom,2020-02-11,0,0,0,0,Europe,0,False
St Martin,France,2020-02-14,0,0,0,0,Europe,0,False
0,Saint Vincent and the Grenadines,2020-07-20,50,0,29,21,Americas,50,False
0,Syria,2020-07-01,293,9,0,284,Eastern Mediterranean,293,False
0,Ecuador,2020-07-10,65018,4939,29577,30502,Americas,65018,False
0,Burma,2020-03-16,0,0,0,0,South-East Asia,0,False
Macau,China,2020-06-17,45,0,45,0,Western Pacific,45,False
0,Malaysia,2020-06-01,7857,115,6404,1338,Western Pacific,7857,False
0,Estonia,2020-01-28,0,0,0,0,Europe,0,False
0,Austria,2020-05-02,15558,596,13180,1782,Europe,15558,False
Xinjiang,China,2020-02-06,36,0,0,36,Western Pacific,36,False
0,Burma,2020-03-10,0,0,0,0,South-East Asia,0,False
0,Somalia,2020-04-11,21,1,1,19,Eastern Mediterranean,21,False
0,Spain,2020-02-29,45,0,2,43,Europe,45,False
Yunnan,China,2020-04-06,184,2,172,10,Western Pacific,184,False
0,Bahamas,2020-07-06,104,11,89,4,Americas,104,False
Yukon,Canada,2020-07-26,14,0,0,14,Americas,14,False
0,Saint Vincent and the Grenadines,2020-03-13,0,0,0,0,Americas,0,False
0,Belize,2020-02-05,0,0,0,0,Americas,0,False
0,Latvia,2020-03-21,124,0,1,123,Europe,124,False
0,Guyana,2020-03-08,0,0,0,0,Americas,0,False
Shanxi,China,2020-05-02,197,0,176,21,Western Pacific,197,False
0,United Kingdom,2020-01-22,0,0,0,0,Europe,0,False
Anguilla,United Kingdom,2020-07-22,3,0,3,0,Europe,3,False
0,Jordan,2020-04-25,444,7,332,105,Eastern Mediterranean,444,False
Shanghai,China,2020-04-27,644,7,581,56,Western Pacific,644,False
0,Congo (Brazzaville),2020-06-11,728,24,221,483,Africa,728,False
Hubei,China,2020-02-16,58182,1696,6639,49847,Western Pacific,58182,False
0,Guinea-Bissau,2020-03-07,0,0,0,0,Africa,0,False
0,Senegal,2020-07-09,7784,143,5169,2472,Africa,7784,False
Yukon,Canada,2020-06-30,11,0,0,11,Americas,11,False
0,Philippines,2020-04-21,6599,437,654,5508,Western Pacific,6599,False
0,Bulgaria,2020-05-28,2477,134,965,1378,Europe,2477,False
0,South Sudan,2020-06-29,1989,36,246,1707,Africa,1989,False
Nova Scotia,Canada,2020-03-12,0,0,0,0,Americas,0,False
0,Zambia,2020-06-29,1568,22,1311,235,Africa,1568,False
0,United Kingdom,2020-05-24,245680,37175,0,208505,Europe,245680,False
0,India,2020-03-30,1251,32,102,1117,South-East Asia,1251,False
0,Libya,2020-04-27,61,2,18,41,Eastern Mediterranean,61,False
0,South Sudan,2020-07-04,2021,38,333,1650,Africa,2021,False
0,Ethiopia,2020-07-17,8803,150,2430,6223,Africa,8803,False
0,Western Sahara,2020-05-09,6,0,5,1,Africa,6,False
0,Somalia,2020-04-15,80,5,2,73,Eastern Mediterranean,80,False
0,Honduras,2020-06-27,17007,479,1767,14761,Americas,17007,False
0,Mongolia,2020-02-14,0,0,0,0,Western Pacific,0,False
0,Sierra Leone,2020-03-10,0,0,0,0,Africa,0,False
0,Montenegro,2020-02-06,0,0,0,0,Europe,0,False
0,Uganda,2020-05-15,203,0,63,140,Africa,203,False
0,Bahamas,2020-03-16,1,0,0,1,Americas,1,False
French Polynesia,France,2020-06-09,60,0,60,0,Europe,60,False
0,India,2020-05-10,67161,2212,20969,43980,South-East Asia,67161,False
0,Papua New Guinea,2020-06-11,8,0,8,0,Western Pacific,8,False
0,Czechia,2020-05-12,8221,283,4889,3049,Europe,8221,False
French Guiana,France,2020-05-14,164,1,124,39,Europe,164,False
Hong Kong,China,2020-07-20,1885,12,1302,571,Western Pacific,1885,False
0,Sweden,2020-05-29,36476,4350,0,32126,Europe,36476,False
Northern Territory,Australia,2020-07-03,30,0,29,1,Western Pacific,30,False
0,Mozambique,2020-05-27,227,1,0,226,Africa,227,False
0,Namibia,2020-01-30,0,0,0,0,Africa,0,False
Sichuan,China,2020-06-14,587,3,563,21,Western Pacific,587,False
0,Argentina,2020-05-28,14702,508,4617,9577,Americas,14702,False
0,Armenia,2020-02-03,0,0,0,0,Europe,0,False
0,Iraq,2020-02-28,7,0,0,7,Eastern Mediterranean,7,False
0,Slovakia,2020-05-15,1480,27,1131,322,Europe,1480,False
Turks and Caicos Islands,United Kingdom,2020-07-21,81,2,22,57,Europe,81,False
Tibet,China,2020-02-21,1,0,1,0,Western Pacific,1,False
0,India,2020-06-13,320922,9195,162379,149348,South-East Asia,320922,False
Hunan,China,2020-01-28,143,0,0,143,Western Pacific,143,False
0,Barbados,2020-02-29,0,0,0,0,Americas,0,False
0,United Arab Emirates,2020-07-03,50141,318,39153,10670,Eastern Mediterranean,50141,False
0,Sierra Leone,2020-04-07,6,0,0,6,Africa,6,False
0,Congo (Kinshasa),2020-04-21,350,25,35,290,Africa,350,False
0,Indonesia,2020-02-04,0,0,0,0,South-East Asia,0,False
0,Czechia,2020-01-24,0,0,0,0,Europe,0,False
Shandong,China,2020-06-11,792,7,781,4,Western Pacific,792,False
Shandong,China,2020-03-12,760,6,734,20,Western Pacific,760,False
0,Sri Lanka,2020-02-21,1,0,1,0,South-East Asia,1,False
Gansu,China,2020-02-22,91,2,76,13,Western Pacific,91,False
Tasmania,Australia,2020-03-16,7,0,0,7,Western Pacific,7,False
0,Saint Lucia,2020-07-07,22,0,19,3,Americas,22,False
0,Estonia,2020-04-16,1434,36,133,1265,Europe,1434,False
Quebec,Canada,2020-06-25,55079,5448,0,49631,Americas,55079,False
0,United Kingdom,2020-01-26,0,0,0,0,Europe,0,False
0,Chad,2020-02-22,0,0,0,0,Africa,0,False
0,Costa Rica,2020-03-07,1,0,0,1,Americas,1,False
0,Uzbekistan,2020-07-21,17881,95,9521,8265,Europe,17881,False
0,Belize,2020-06-12,20,2,16,2,Americas,20,False
0,Zimbabwe,2020-01-30,0,0,0,0,Africa,0,False
0,Vietnam,2020-05-28,327,0,278,49,Western Pacific,327,False
0,Chad,2020-07-06,872,74,787,11,Africa,872,False
0,Morocco,2020-04-10,1448,107,122,1219,Eastern Mediterranean,1448,False
Chongqing,China,2020-03-31,579,6,570,3,Western Pacific,579,False
Manitoba,Canada,2020-04-05,203,2,0,201,Americas,203,False
0,Nepal,2020-05-24,603,3,87,513,South-East Asia,603,False
0,Ghana,2020-06-11,10358,48,3824,6486,Africa,10358,False
0,Chile,2020-06-02,132548,1188,86173,45187,Americas,132548,False
Shaanxi,China,2020-06-19,314,3,306,5,Western Pacific,314,False
0,Somalia,2020-02-03,0,0,0,0,Eastern Mediterranean,0,False
0,Mauritania,2020-05-05,8,1,6,1,Africa,8,False
0,Somalia,2020-02-27,0,0,0,0,Eastern Mediterranean,0,False
Northern Territory,Australia,2020-07-25,31,0,30,1,Western Pacific,31,False
Jiangxi,China,2020-03-09,935,1,923,11,Western Pacific,935,False
0,Congo (Brazzaville),2020-03-18,1,0,0,1,Africa,1,False
0,Fiji,2020-07-04,18,0,18,0,Western Pacific,18,False
0,Kenya,2020-02-05,0,0,0,0,Africa,0,False
0,Ecuador,2020-03-14,28,2,0,26,Americas,28,False
0,Chad,2020-06-01,790,66,539,185,Africa,790,False
0,Romania,2020-06-26,25697,1579,18181,5937,Europe,25697,False
0,Ghana,2020-05-17,5735,29,1754,3952,Africa,5735,False
0,US,2020-03-09,519,22,7,490,Americas,519,False
0,Romania,2020-03-26,1029,23,94,912,Europe,1029,False
Nova Scotia,Canada,2020-07-19,1067,63,0,1004,Americas,1067,False
Jilin,China,2020-02-10,80,1,13,66,Western Pacific,80,False
0,Sri Lanka,2020-03-25,102,0,3,99,South-East Asia,102,False
Aruba,Netherlands,2020-04-26,100,2,73,25,Europe,100,False
0,Timor-Leste,2020-04-14,6,0,0,6,South-East Asia,6,False
0,Cote d'Ivoire,2020-06-20,7276,52,2992,4232,Africa,7276,False
Northwest Territories,Canada,2020-06-18,5,0,0,5,Americas,5,False
0,Taiwan*,2020-02-01,10,0,0,10,Western Pacific,10,False
0,Switzerland,2020-07-24,34154,1977,30500,1677,Europe,34154,False
0,Liechtenstein,2020-06-21,82,1,81,0,Europe,82,False
0,Lesotho,2020-07-09,134,1,20,113,Africa,134,False
Heilongjiang,China,2020-02-13,395,9,33,353,Western Pacific,395,False
0,Pakistan,2020-05-15,38799,834,10880,27085,Eastern Mediterranean,38799,False
Aruba,Netherlands,2020-05-22,101,3,95,3,Europe,101,False
0,Rwanda,2020-07-27,1879,5,975,899,Africa,1879,False
0,Malta,2020-05-26,611,6,485,120,Europe,611,False
0,Comoros,2020-06-20,247,5,159,83,Africa,247,False
Tasmania,Australia,2020-07-10,228,13,215,0,Western Pacific,228,False
Saint Barthelemy,France,2020-06-14,6,0,6,0,Europe,6,False
Gibraltar,United Kingdom,2020-05-15,147,0,144,3,Europe,147,False
South Australia,Australia,2020-05-01,438,4,422,12,Western Pacific,438,False
Guizhou,China,2020-05-09,147,2,145,0,Western Pacific,147,False
Fujian,China,2020-04-22,355,1,342,12,Western Pacific,355,False
0,Burundi,2020-05-27,42,1,20,21,Africa,42,False
0,Georgia,2020-02-08,0,0,0,0,Europe,0,False
Tasmania,Australia,2020-07-25,229,13,215,1,Western Pacific,229,False
0,Bahrain,2020-06-14,18227,42,12818,5367,Eastern Mediterranean,18227,False
0,Dominican Republic,2020-04-19,4680,226,363,4091,Americas,4680,False
0,Uruguay,2020-07-10,985,29,886,70,Americas,985,False
French Polynesia,France,2020-06-14,60,0,60,0,Europe,60,False
0,Portugal,2020-01-25,0,0,0,0,Europe,0,False
0,Tajikistan,2020-04-15,0,0,0,0,Europe,0,False
0,South Korea,2020-03-10,7513,54,247,7212,Western Pacific,7513,False
Guangxi,China,2020-06-22,254,2,252,0,Western Pacific,254,False
0,Nicaragua,2020-05-14,25,8,7,10,Americas,25,False
0,Mauritius,2020-06-25,341,10,326,5,Africa,341,False
0,Kuwait,2020-05-11,9286,65,2907,6314,Eastern Mediterranean,9286,False
0,Mauritius,2020-05-12,332,10,322,0,Africa,332,False
0,Portugal,2020-06-08,34885,1485,21156,12244,Europe,34885,False
0,Chad,2020-07-04,871,74,787,10,Africa,871,False
Queensland,Australia,2020-02-07,5,0,0,5,Western Pacific,5,False
Alberta,Canada,2020-06-27,7957,154,0,7803,Americas,7957,False
0,Timor-Leste,2020-07-01,24,0,0,24,South-East Asia,24,False
0,Sao Tome and Principe,2020-04-28,8,0,4,4,Africa,8,False
0,Djibouti,2020-06-02,3779,25,1607,2147,Eastern Mediterranean,3779,False
0,Slovakia,2020-05-31,1521,28,1366,127,Europe,1521,False
0,Algeria,2020-03-08,19,0,0,19,Africa,19,False
0,Libya,2020-03-01,0,0,0,0,Eastern Mediterranean,0,False
0,Colombia,2020-05-27,24104,803,6111,17190,Americas,24104,False
0,Uzbekistan,2020-02-15,0,0,0,0,Europe,0,False
0,Denmark,2020-07-03,12832,606,11817,409,Europe,12832,False
0,Egypt,2020-07-14,83930,4008,25544,54378,Eastern Mediterranean,83930,False
0,Austria,2020-02-26,2,0,0,2,Europe,2,False
French Guiana,France,2020-06-22,2458,8,972,1478,Europe,2458,False
0,Estonia,2020-06-16,1975,69,1728,178,Europe,1975,False
New Caledonia,France,2020-03-17,0,0,0,0,Europe,0,False
0,West Bank and Gaza,2020-06-25,1382,3,446,933,Eastern Mediterranean,1382,False
0,Bolivia,2020-01-28,0,0,0,0,Americas,0,False
Shanghai,China,2020-03-19,363,3,326,34,Western Pacific,363,False
New Caledonia,France,2020-06-22,21,0,21,0,Europe,21,False
0,France,2020-03-13,3661,79,12,3570,Europe,3661,False
0,Finland,2020-05-03,5254,230,3000,2024,Europe,5254,False
Hubei,China,2020-06-24,68135,4512,63623,0,Western Pacific,68135,False
0,Sweden,2020-03-02,15,0,0,15,Europe,15,False
0,Sri Lanka,2020-02-17,1,0,1,0,South-East Asia,1,False
0,Guatemala,2020-06-22,13769,547,2818,10404,Americas,13769,False
0,Holy See,2020-07-17,12,0,12,0,Europe,12,False
British Virgin Islands,United Kingdom,2020-04-13,3,0,2,1,Europe,3,False
Tasmania,Australia,2020-07-07,228,13,215,0,Western Pacific,228,False
0,Slovakia,2020-03-10,7,0,0,7,Europe,7,False
0,Poland,2020-05-20,19739,962,8183,10594,Europe,19739,False
0,Kazakhstan,2020-06-27,20319,166,12738,7415,Europe,20319,False
0,Bolivia,2020-02-15,0,0,0,0,Americas,0,False
0,Tunisia,2020-02-19,0,0,0,0,Eastern Mediterranean,0,False
0,Sao Tome and Principe,2020-05-16,235,7,4,224,Africa,235,False
Montserrat,United Kingdom,2020-02-26,0,0,0,0,Europe,0,False
Shandong,China,2020-03-29,772,7,752,13,Western Pacific,772,False
0,Congo (Kinshasa),2020-02-19,0,0,0,0,Africa,0,False
Ningxia,China,2020-05-04,75,0,75,0,Western Pacific,75,False
0,Malaysia,2020-05-18,6941,113,5615,1213,Western Pacific,6941,False
0,Ethiopia,2020-05-30,1063,8,208,847,Africa,1063,False
0,Jordan,2020-02-13,0,0,0,0,Eastern Mediterranean,0,False
Shanghai,China,2020-03-06,342,3,306,33,Western Pacific,342,False
0,Lesotho,2020-02-22,0,0,0,0,Africa,0,False
0,Mongolia,2020-06-29,220,0,175,45,Western Pacific,220,False
0,Russia,2020-02-11,2,0,0,2,Europe,2,False
0,Cambodia,2020-04-27,122,0,119,3,Western Pacific,122,False
0,Cameroon,2020-04-23,1334,43,668,623,Africa,1334,False
British Virgin Islands,United Kingdom,2020-02-12,0,0,0,0,Europe,0,False
Queensland,Australia,2020-04-26,1030,6,926,98,Western Pacific,1030,False
0,Bolivia,2020-02-29,0,0,0,0,Americas,0,False
0,Lebanon,2020-02-25,1,0,0,1,Eastern Mediterranean,1,False
Yunnan,China,2020-05-09,185,2,183,0,Western Pacific,185,False
0,Botswana,2020-02-06,0,0,0,0,Africa,0,False
0,Equatorial Guinea,2020-06-22,1664,32,515,1117,Africa,1664,False
Beijing,China,2020-04-21,593,8,516,69,Western Pacific,593,False
0,Mongolia,2020-02-10,0,0,0,0,Western Pacific,0,False
0,Congo (Brazzaville),2020-01-30,0,0,0,0,Africa,0,False
